datetime,open,high,low,close
2026-04-30 18:30:00,0.71853,0.71905,0.71853,0.7188
2026-04-30 18:45:00,0.7188,0.7188,0.71818,0.71826
2026-04-30 19:00:00,0.71825,0.71903,0.71818,0.71825
2026-04-30 19:15:00,0.71824,0.71825,0.71776,0.71796
2026-04-30 19:30:00,0.71797,0.71841,0.71781,0.71819
2026-04-30 19:45:00,0.71819,0.71836,0.71803,0.71821
2026-04-30 20:00:00,0.71821,0.71865,0.71805,0.71815
2026-04-30 20:15:00,0.71815,0.71849,0.71803,0.71839
2026-04-30 20:30:00,0.71839,0.7188,0.71832,0.7185
2026-04-30 20:45:00,0.71849,0.71862,0.71837,0.7184
2026-04-30 21:00:00,0.71841,0.71902,0.7184,0.71897
2026-04-30 21:15:00,0.71897,0.71927,0.71895,0.7191
2026-04-30 21:30:00,0.71911,0.71961,0.71911,0.71958
2026-04-30 21:45:00,0.71958,0.72003,0.71957,0.71982
2026-04-30 22:00:00,0.71982,0.72028,0.71979,0.72005
2026-04-30 22:15:00,0.72006,0.7201,0.71969,0.71983
2026-04-30 22:30:00,0.71982,0.72013,0.71968,0.71996
2026-04-30 22:45:00,0.71995,0.72006,0.7197,0.7197
2026-04-30 23:00:00,0.71969,0.71996,0.7196,0.71974
2026-04-30 23:15:00,0.71975,0.72003,0.71973,0.71995
2026-04-30 23:30:00,0.71991,0.7203,0.71987,0.71993
2026-04-30 23:45:00,0.71994,0.7202,0.71985,0.72
2026-05-01 00:00:00,0.71986,0.71986,0.7189,0.71969
2026-05-01 00:15:00,0.71969,0.71969,0.71944,0.71944
2026-05-01 00:30:00,0.71944,0.71953,0.71943,0.7195
2026-05-01 00:45:00,0.71946,0.71988,0.71946,0.7198
2026-05-01 01:00:00,0.71978,0.72016,0.71969,0.72
2026-05-01 01:15:00,0.72,0.72008,0.71999,0.72007
2026-05-01 01:30:00,0.72007,0.7201,0.71973,0.71987
2026-05-01 01:45:00,0.71987,0.71999,0.71975,0.71995
2026-05-01 02:00:00,0.71996,0.72023,0.71994,0.72022
2026-05-01 02:15:00,0.72022,0.72027,0.72013,0.72021
2026-05-01 02:30:00,0.72022,0.72046,0.72021,0.7203
2026-05-01 02:45:00,0.72028,0.72046,0.71999,0.72003
2026-05-01 03:00:00,0.72004,0.72027,0.71965,0.71978
2026-05-01 03:15:00,0.71979,0.72,0.71967,0.71983
2026-05-01 03:30:00,0.71983,0.71997,0.71952,0.71995
2026-05-01 03:45:00,0.71995,0.72017,0.71975,0.72005
2026-05-01 04:00:00,0.72006,0.72007,0.71962,0.71998
2026-05-01 04:15:00,0.72001,0.72002,0.7196,0.71987
2026-05-01 04:30:00,0.71987,0.72013,0.71987,0.71997
2026-05-01 04:45:00,0.71997,0.72027,0.71988,0.72016
2026-05-01 05:00:00,0.72015,0.7205,0.72002,0.72024
2026-05-01 05:15:00,0.72023,0.72034,0.72009,0.72019
2026-05-01 05:30:00,0.72021,0.72024,0.71974,0.71984
2026-05-01 05:45:00,0.71983,0.71994,0.71952,0.71993
2026-05-01 06:00:00,0.71994,0.71999,0.7198,0.71999
2026-05-01 06:15:00,0.71999,0.72029,0.71993,0.72023
2026-05-01 06:30:00,0.72024,0.72025,0.7197,0.71973
2026-05-01 06:45:00,0.71975,0.71979,0.71943,0.71955
2026-05-01 07:00:00,0.71955,0.71959,0.71909,0.71917
2026-05-01 07:15:00,0.71916,0.71924,0.71898,0.71904
2026-05-01 07:30:00,0.71904,0.7192,0.71895,0.71907
2026-05-01 07:45:00,0.71906,0.71918,0.71902,0.71907
2026-05-01 08:00:00,0.71907,0.71921,0.71903,0.71919
2026-05-01 08:15:00,0.71919,0.71924,0.71888,0.71923
2026-05-01 08:30:00,0.71924,0.71936,0.71915,0.71933
2026-05-01 08:45:00,0.71932,0.71934,0.71886,0.71892
2026-05-01 09:00:00,0.71891,0.71933,0.71888,0.71909
